feature,class
"-321.24362,105.74699,14.069006,44.14904,6.5270476,19.499907,-3.4731498,25.645046,-1.9931196,10.414729,-6.2058415,17.50214,-3.9823499,14.328783,-8.650839,6.3584027,-6.3064814,10.039197,-5.079468,-0.20979448,-11.022587,7.475214,-9.685549,5.1482267,-2.3116486,5.8088155,-5.234058,1.3598784,-2.88917,2.2293456,-2.9187925,0.5263877,-0.93966824,0.024804173,1.074055,2.439433,-0.9213495,-1.7917175,2.4947278,-0.36899903",Tanker
"-364.87662,116.08459,9.724261,44.394287,8.24336,23.410505,2.6325095,22.638922,1.5283136,12.631802,-3.3097458,17.597338,-0.76793975,12.562558,-4.137857,9.7621975,-6.2066474,6.225933,-4.5191574,1.2310185,-7.5017385,6.133542,-5.0683074,1.1176472,-2.4261856,4.7098365,-1.4728059,1.9678597,-0.14651474,2.4373307,-2.3919702,1.3488911,-2.4501946,-2.2734342,-1.6090928,3.7762146,2.5191476,1.393745,2.6176746,0.124967046",Tanker
"-450.84995,140.83714,30.72158,34.67525,6.72761,14.816023,4.627303,13.422789,4.850602,10.445778,1.2688335,12.454724,6.8504944,10.064427,-1.0683999,1.8434114,-2.1594517,3.8614538,-0.079027265,2.1618798,-0.32804742,3.8029292,1.8619173,2.7725234,2.5305924,3.9719896,2.7750998,2.330025,1.1215944,1.2288822,0.111323826,-0.14124712,1.2032179,1.1643265,1.5177039,1.1032146,1.6535838,0.061323743,1.7804568,0.73797184",Tanker
"-457.31534,119.59728,6.7777543,33.002705,8.292843,20.409138,7.993296,21.280985,4.298185,10.884479,1.7585735,14.927941,5.301601,10.771872,4.0646996,6.9203215,1.8474075,8.185812,3.6945035,4.784876,0.21063241,6.098673,2.5997698,3.0461035,4.901917,2.1859496,2.1738896,-0.1435462,1.956922,-0.57963896,0.60403275,-0.027495733,0.8208591,-0.6609565,1.9556544,0.7005096,0.14048025,-1.4014118,2.6149225,0.3440102",Tanker
"-478.09775,112.1179,4.5811706,31.24313,1.1246961,21.24126,2.7451043,24.936008,3.513695,16.907919,1.9827598,21.359257,6.8524947,14.507555,3.419274,9.50552,2.2169287,12.541574,4.393014,6.758281,0.31339958,8.264133,1.4246063,5.035411,4.7412434,4.1685166,1.0491133,1.5408775,2.3269231,2.245753,2.6710517,1.8215616,0.813928,0.80126655,3.8917224,3.5011814,3.5322342,-1.1944184,3.2411656,0.21217568",Tanker
"-477.4422,97.23387,12.244757,25.20363,4.2773123,15.753766,6.299002,15.293657,4.0512924,10.816446,1.8525097,12.683715,7.349447,9.757607,2.950751,8.551403,3.6003137,8.548708,4.597625,5.889322,2.791155,5.271564,3.8003454,5.545059,4.817635,4.118909,4.128306,4.344475,4.9916263,4.5020757,4.389589,2.8769934,3.3443382,3.2993884,4.569231,3.0332346,2.9306598,1.3873255,3.6560655,2.0921147",Tanker
"-484.65924,100.100204,1.639203,28.9409,0.054668892,26.309643,8.057325,22.048025,-2.6139677,12.81633,2.1482892,16.829594,1.0725611,11.03155,-2.3335233,9.494331,0.22658466,9.300062,0.75716674,5.4817753,-1.1309854,6.7808275,1.5648924,4.86376,1.0311588,2.802667,0.5386513,3.749471,3.8377368,3.4288616,1.4576107,1.3405193,2.3472335,3.6458478,3.821399,1.9048092,1.7017614,1.4544868,4.340683,2.2827852",Tanker
"-527.5989,109.944016,12.070289,31.384947,8.041128,18.365044,11.143947,19.754368,6.556208,11.279857,6.6786685,16.592182,9.892553,13.27995,5.10795,10.179155,5.9417887,11.656971,7.013875,5.422383,2.5399275,5.949739,3.6493862,5.1902785,5.273827,3.4451518,2.6888819,1.8119177,3.9705036,1.8993057,1.8841516,-0.1932556,1.9313508,1.809576,3.786355,0.491566,0.18288901,-2.1052313,0.843475,0.34433293",Tanker
"-439.44586,99.03732,15.99899,29.84397,0.052302647,17.014801,-0.79915464,26.281023,0.58637416,15.345179,-3.415802,16.827827,-1.3161745,13.340637,-3.0199974,10.425796,-2.7088892,13.152733,-0.04948132,7.997624,-3.2034695,8.065513,-2.419776,4.6225934,-1.1093142,2.9362288,-3.5339947,2.7358265,0.9380946,4.509442,0.46163663,2.6637397,-0.0513275,2.2496567,2.249956,3.476814,1.2820607,0.63266975,1.9410187,1.6727173",Tanker
"-342.0238,101.27862,4.8199506,20.017567,7.1562953,13.217902,6.4784656,12.753526,3.9535782,6.4594164,2.7892506,9.212345,3.978913,7.4004617,1.9658971,4.792404,2.9837596,7.5359807,5.724871,2.7957718,0.7204761,3.7511535,2.8121753,4.537444,3.3036163,1.2240206,0.5162898,1.9948243,1.8067266,0.5681619,0.29532462,0.64163387,1.4705782,1.3558438,2.0946817,1.8844844,1.9729906,0.5274112,1.2994354,-0.12810084",Tanker
"-343.93494,83.62665,9.919405,42.799522,0.84469116,20.228865,-4.786437,18.305347,-8.438334,5.8305225,-13.1591425,13.098658,-3.5556018,14.846148,-2.7589126,14.099808,-2.4019947,11.867724,-5.219124,4.2584195,-8.286329,5.060433,-4.0107102,6.281869,-0.4378669,7.6709385,-0.3104047,5.065683,-1.5183175,2.9983325,-3.8023434,0.8198215,-2.6192513,2.1206572,1.1037247,5.5256915,2.4972887,2.2100554,1.0156616,1.4870118",Tanker
"-438.17365,140.01875,25.017487,44.995567,10.221496,21.193192,-2.0448205,13.225538,-2.0189753,8.644387,-2.6395152,16.485615,2.418139,11.913036,-2.031207,6.610033,-3.9086199,6.567709,-1.4228586,2.2251828,-5.268795,4.163215,-0.39525294,2.4465914,0.1558273,1.5659758,0.53112584,1.4449413,-1.8219548,0.62586075,-0.7159485,0.9692396,-1.7833912,-1.2237858,-0.08411498,0.40566498,0.33706263,-1.7552915,1.2137189,-0.62155825",Tanker
"-458.11707,127.59817,11.289326,30.783249,0.74669826,19.794792,5.757319,18.792538,-0.14440805,7.3345633,-5.2289147,7.2520585,-3.2751355,7.6890664,-2.1741183,9.659284,4.932156,14.103043,5.3372335,5.384761,-2.9897704,4.886159,0.6045119,5.8617954,3.3736415,3.002857,-0.63356227,-0.98858786,-1.3290418,-2.120702,-0.3872088,2.7303722,5.1419444,4.3735647,5.1456637,3.7808373,2.5924888,0.5078624,4.0083284,3.842271",Tanker
"-490.94107,86.63135,2.2516248,30.578693,3.3636243,22.174376,7.4464116,20.504763,-2.7200754,15.012266,-2.2777913,15.335557,1.6067973,9.436675,-1.8542926,8.657826,1.037642,11.492441,2.414892,7.4327335,-0.17732958,8.90669,0.75309634,7.399701,1.0726626,4.7400346,0.7433551,2.7571304,1.7731298,3.403268,0.718139,0.8795037,0.6311559,3.1506472,3.379334,3.5552428,1.6930345,2.3097804,2.867497,3.6243114",Tanker
"-353.62714,103.69897,7.8476353,32.920002,-3.1278946,15.97682,-1.9243836,21.342863,-6.433912,9.717553,-11.238219,13.494846,-5.835597,10.755318,-7.433599,10.48734,-6.4160457,11.278282,-2.0475225,7.50819,-5.153504,9.524445,-1.091372,6.810725,0.723832,7.157638,-1.0109149,4.840082,0.028067145,6.2942305,-1.4661983,4.0382776,-0.8932587,3.8163223,0.7699139,5.4999986,0.13576195,2.0907977,1.5398077,3.2574782",Tanker
"-480.56326,112.31575,5.764611,34.294903,-0.4861141,17.673561,-0.9171143,15.1403265,-5.83537,7.5150695,-5.3534193,13.604531,2.314487,10.302708,-0.9604905,9.971804,-1.0141888,9.516409,1.4360576,5.9586954,-1.3742788,6.297078,0.19987468,4.761397,2.1613903,4.384052,1.6195542,3.0526521,3.1929607,4.9872866,2.987951,3.592224,3.047025,3.1455126,4.646598,3.9580586,4.0757337,1.468533,4.5596857,3.1970448",Tanker
"-456.66443,127.53646,22.243082,40.754814,6.7236114,24.695795,2.891444,17.39342,-3.4439256,2.9512389,-9.394796,8.692596,-3.5338526,9.3854,-4.3004556,4.0222483,-3.6263022,9.023456,1.6590192,6.0188594,-3.5022914,3.4128044,-2.8650172,0.44887212,-0.7431159,2.0708036,-1.1414928,1.3997105,1.7654837,3.0884936,0.9303931,-0.36018315,-1.5724416,-1.7587221,0.011869921,0.33024728,1.9199162,-0.36708456,3.854626,1.709538",Tanker
"-424.5656,99.20974,-15.619439,26.35759,-6.637626,11.002716,-0.14284836,14.6125555,-8.379719,13.422877,-4.918322,14.131418,0.62005955,12.327862,-3.6639774,12.545693,-1.3479788,12.799663,0.21616353,7.912959,-2.0691497,9.821639,-0.07235723,8.124507,0.9880723,4.808859,0.52291095,4.140292,2.404417,5.2714205,2.292515,5.0730124,2.54522,5.172205,3.7067811,4.1443768,1.8501053,2.0438633,3.423002,3.3711894",Tanker
"-473.01794,111.34971,8.212149,23.513006,-6.961365,19.342773,-5.043654,13.508298,3.815919,6.937886,-4.4211516,15.626372,-0.41841513,13.295797,-1.326525,9.396797,-2.9703414,11.218825,-2.0461643,4.0147343,-2.9252484,7.599188,1.7217696,6.636846,2.9337065,6.400103,0.73560804,3.7800627,2.4321423,6.5379796,2.2261572,2.5174475,0.16863334,2.1506093,3.9685133,3.6239066,3.3932376,-0.32492867,4.7805696,3.4524868",Tanker
"-505.18408,117.20072,3.4163852,25.737326,-1.6465112,16.926254,3.0374737,14.765089,-4.4184756,10.058306,3.520547,15.3427105,3.681858,8.038956,-0.3674755,11.318344,7.6593103,12.895783,3.178678,4.9800205,2.0972695,6.249668,4.168169,7.0654387,4.59391,4.722975,2.7403202,4.0882835,5.6600957,3.3419394,3.2517123,2.9497712,4.773902,3.3240597,4.9037023,3.1686409,2.7110796,0.71231437,3.4055173,0.47310814",Tanker
"-357.15704,132.14998,14.874684,35.104443,5.6742363,21.851324,5.941961,21.701664,1.2373906,15.511338,-2.883908,14.076368,1.2872049,8.517548,-1.7347302,10.715972,-2.4868774,10.3478985,0.90635353,4.330597,-4.876842,5.3645177,-1.8087152,1.8044063,-0.117959864,2.3808181,-0.62140954,0.91410804,0.22269565,1.8661164,-0.6497416,1.2149934,-1.303744,-0.342359,-0.2417766,2.1132712,-0.5503403,0.10799585,0.49098215,0.65654373",Tanker
"-458.68588,114.26428,16.897942,37.470894,5.42896,18.99659,6.046218,15.032303,-1.8709075,7.357385,1.1507785,17.452604,10.241165,18.573332,2.638326,10.760219,1.518517,8.437756,1.3130631,4.2818036,-0.05139625,6.4093647,4.8275228,7.5940676,6.0416903,4.7646556,2.2202642,1.6150708,3.871759,0.78462785,0.9793976,2.0800343,3.4456403,3.621229,4.6044703,2.925328,1.2236265,0.1668422,2.723364,0.7900164",Tanker
"-431.29938,103.6407,-11.548766,25.235985,-2.3281987,22.24503,2.54681,22.270828,-7.549641,11.819035,-6.486455,10.704772,-1.5230255,9.14158,-4.647421,11.162389,-3.045097,8.982627,-1.4345708,5.7966146,-2.305414,7.300464,-1.7966166,7.3892393,0.971576,4.1074333,0.3686599,2.505628,2.584537,5.755973,1.5636939,1.6830317,1.9191626,4.588098,4.4094577,3.507078,0.8076035,1.3460336,2.81371,4.4550734",Tanker
"-512.26526,110.210045,18.049103,32.217903,0.96681833,15.464483,-1.2505335,12.685536,-3.5228808,7.697903,-4.2270765,11.8945055,3.0411942,11.257117,-0.009122028,8.367626,-0.42625278,8.522813,1.0801783,4.452014,-0.8646054,5.48598,2.1326137,5.056183,3.0752056,4.1425686,2.2520502,3.8037238,4.038203,4.632278,4.394896,4.2953315,5.1026297,5.0761485,6.635707,4.6994433,4.7043557,1.7357392,4.569773,2.2898047",Tanker
"-436.955,107.58495,15.9241705,34.607597,4.331676,20.86535,7.6801248,24.669987,-1.3523871,9.519285,-6.7381396,15.842323,1.7299881,12.573935,2.1856592,10.240807,-3.4467115,9.091239,3.0744503,8.79254,-2.539307,7.9947257,-1.4864688,6.242151,1.4623456,6.652256,1.0542164,5.930361,1.3854607,4.582111,0.38124347,3.8158052,-0.9472964,0.5630549,4.9173117,1.7581731,3.2744126,-1.359663,4.8275084,1.375663",Tanker
"-401.00552,115.551994,6.570773,21.9127,-7.790528,25.027494,-12.951775,21.178434,-3.9499857,4.1367745,-5.693647,16.03812,1.1976888,12.493518,2.422341,10.942266,-0.52138025,15.543067,2.348873,7.5116386,-4.4390273,6.6025777,-1.1295753,6.3758583,-1.20962,2.6393905,-2.6845877,0.8014935,-1.5736625,1.2124735,-1.7192482,2.5886703,-0.75214326,2.6883082,1.1786652,2.9904037,0.53472584,0.089883626,1.4551041,2.7912302",Tanker
"-436.80286,108.704056,29.761856,35.74417,14.789222,18.381575,8.081804,15.221299,4.2064457,10.555233,0.94762313,13.425471,7.0050154,10.125714,1.7881284,6.7265725,0.5603641,7.1292515,3.3704138,4.502116,-1.7539662,4.6110063,0.6232979,2.5110466,1.1760149,1.3143789,-0.6317852,0.41790858,0.87107575,1.1458942,-0.24681418,0.140325,0.37889627,0.84949636,0.86424226,0.77052766,0.13118157,-0.815202,1.2144047,1.0866495",Tanker
"-510.05624,123.08403,-1.3044053,31.281921,2.2228734,18.304585,1.5722158,15.575293,-3.631099,2.863661,0.5782217,12.208391,6.195715,14.315822,6.073914,11.526959,3.1190028,8.933433,3.1891892,3.0946262,-2.1376884,6.246463,2.689284,7.479143,4.6802387,5.7030644,2.3905756,2.8137276,1.8813194,0.9678815,0.8299372,0.65899193,3.1017976,3.508796,5.543265,3.8319743,2.4370751,0.2992999,3.9167948,1.5241513",Tanker
"-399.99423,97.52159,0.34125572,35.083935,-2.8086717,18.556606,-0.18315847,19.118174,-6.0911083,9.052179,-8.470887,15.589076,-2.7304668,15.004099,-1.6422309,12.273554,-3.178207,10.288131,-2.8920572,5.6134167,-6.8070374,9.740816,0.55747956,9.303461,1.5309933,5.949306,-1.583956,4.104917,1.5137866,4.7518573,0.5704335,2.7341342,0.27050474,2.275114,2.4285975,4.8767767,1.6256402,1.3458732,1.6695818,0.95152",Tanker
"-409.04962,100.69675,6.3393536,36.277878,7.470925,21.134789,6.720832,18.610056,-1.6419909,13.972066,-3.2033937,21.433424,3.1504505,15.581172,0.3543868,13.392154,-0.5348129,8.649623,-0.85521835,3.051491,-1.7777596,5.3582697,-0.28353536,5.5064077,1.6019865,2.411828,-1.868138,-0.233038,-0.98145413,0.99686784,-0.49199185,0.421642,-0.23441727,1.0761464,1.6999086,0.42340773,-1.1357348,-2.3862624,0.13569513,-0.54870737",Tanker
"-374.72516,105.13729,4.290961,13.72862,-12.393206,13.760349,3.5403101,19.224346,5.3791537,7.2728176,-4.8204603,9.071696,1.2872964,11.752982,1.1234791,6.356675,-0.8780149,6.048981,0.057565376,2.1095803,-1.3464938,4.9922776,1.453943,4.316873,2.5127692,3.118999,0.8317408,1.6877967,1.6562065,3.4727747,1.0792838,0.6220586,-0.14075568,0.64668465,2.6760073,2.7746494,2.7973552,0.83195674,4.277296,2.060984",Tanker
"-165.37418,120.702515,-12.56595,27.811531,-22.827976,26.718555,-8.914214,17.919584,-4.6558046,21.34063,-5.4459844,13.074147,-6.2428684,17.54773,-0.37741813,8.543095,-13.612647,6.7588434,-0.2661654,9.172118,-2.7188118,9.268748,-8.050313,-3.030948,-3.823286,5.941156,1.399082,3.251489,-4.317104,-1.6654363,-5.375197,-2.1510987,-4.661907,-2.5028012,-0.43719843,-2.5761771,1.022139,2.1555336,0.83136314,-4.624034",Tanker
"-456.77426,102.19524,25.191595,29.360891,21.36393,25.662348,19.100046,22.205278,14.05969,11.688981,5.72954,12.437324,7.66898,7.9734726,2.9891374,3.090361,-1.3569092,4.4453883,2.5609863,-0.9467478,-3.5823708,0.58972806,-0.7004863,-0.62608117,-0.3144023,-0.91239214,-2.4093082,-1.9789599,-1.343108,-1.3284442,-1.7668314,-1.3233404,-0.6858328,-0.07030265,1.1341529,0.51651734,-0.24401464,-0.5143258,1.7771521,0.565651",Tanker
"-371.5376,110.52883,4.193703,35.083214,-1.5431927,16.822865,-3.6822472,18.517561,-4.3968673,7.5891385,-8.052744,15.465566,-1.6837348,11.884017,-4.5316124,8.20771,-4.6193433,10.846102,-0.73194945,6.7204456,-3.768,8.035425,-0.19619215,5.8147235,0.87192416,5.1175094,0.10753283,3.625244,0.7858882,4.4856043,-0.26193506,2.687605,-0.8443401,2.065475,1.8749216,4.369093,1.7756848,0.81879807,2.313017,2.839711",Tanker
"-424.61176,116.30649,3.9637604,29.683796,-6.890325,15.918046,-5.851594,17.431261,-3.9119546,9.989618,-7.5095778,14.399993,-1.3117336,10.031801,-2.4624758,8.925588,-2.2981596,10.620038,0.74531406,6.2616196,-4.0732417,6.5968122,0.36188933,6.2280335,1.3265734,3.541078,-0.88506174,1.3477573,0.9385584,3.341601,0.13508518,1.2168583,0.7176688,2.3717308,3.9715366,4.287265,3.1401966,1.6004328,4.3994036,3.6151707",Tanker
"-440.1839,116.241875,12.789415,34.821896,7.114923,20.407238,-2.5498662,20.492529,1.4307051,10.91327,-5.1545405,18.44839,2.6898036,14.61373,0.16428854,11.70533,-2.284968,9.767145,-1.777645,4.921895,-4.9481454,7.1970706,1.4046817,7.0436206,1.5876851,5.6118193,0.96277386,4.160359,-0.25031984,3.5793319,-0.30731288,2.3895895,0.2173256,2.2316346,2.3847115,3.1109996,2.78933,1.2432021,2.3410583,0.16791059",Tanker
"-435.085,136.83649,27.08578,49.325344,16.432732,23.166885,2.9888244,10.267611,-2.185102,15.984427,-0.15079455,10.31144,3.3648038,13.118525,0.3397661,10.939069,1.7876046,6.211889,-1.3979696,6.5132675,-1.5946704,5.653448,3.756282,7.053341,4.281369,6.3115544,1.4019756,1.015056,-1.512005,-2.539807,-3.8089886,-1.7638135,-0.20219979,0.10430551,0.3316856,-0.32569087,0.7525786,-1.4897603,-0.33794233,-1.8125292",Tanker
"-474.8276,114.24852,10.169333,35.73266,-1.5532656,13.390346,-0.74595296,17.696844,-4.2461185,11.635501,-2.1977534,14.855454,2.3360207,15.574263,1.543066,10.489964,-0.31089628,10.785896,1.7382796,6.1191807,-1.4429889,7.8912687,1.2127573,3.7906566,0.035681855,2.3891754,-1.3771374,3.6534195,3.4634168,5.4665804,3.960804,5.0370774,3.9336996,4.6885324,4.492145,3.165091,0.8687379,-1.0427078,1.074506,0.35363278",Tanker
"-374.35135,103.677025,4.9615517,25.511223,-1.2799373,18.805279,4.351004,20.118935,2.867751,8.87715,-3.6395214,14.371791,1.5948225,10.108736,-1.5839878,8.621767,-0.9075829,9.263282,0.9855864,5.388386,-1.5948547,6.163398,1.0859846,4.585545,1.6430833,3.1846633,0.046654098,1.8297942,1.8812759,3.0435472,1.3043715,1.8223559,1.392323,2.0816243,3.1126275,2.1168835,1.719123,-0.3048669,2.2444098,1.0660738",Tanker
"-378.1032,106.08238,-5.882256,27.409477,-4.047142,14.913713,-2.1068356,24.27621,-3.668342,6.360721,-5.968342,18.006306,0.1296579,15.259903,-1.7592685,9.520702,-2.5811884,11.203937,1.843369,6.2556934,-2.2920947,8.040535,-0.96005577,6.395853,-0.35002804,5.6009703,-2.5260105,4.581332,0.5753467,4.4428926,-0.6488842,3.2705965,0.7104641,3.4494853,2.5664628,4.1412816,3.0744815,1.9564652,4.2857246,1.5606169",Tanker
"-443.46875,83.8134,21.82526,36.20782,1.5799792,21.943266,-0.13118601,23.347218,-4.749321,9.976395,-6.773779,15.374653,0.9491187,16.51077,-0.34540015,14.4752,-1.8868397,11.078224,-3.263101,5.1977916,-6.626777,7.7573957,-0.76851094,9.4838,3.2889543,8.657624,1.7139782,4.023233,-0.48252434,3.3356876,-0.9126882,2.3437216,0.5239819,4.334642,3.4718437,5.8892245,1.9973623,1.3130754,-0.09783466,0.53805417",Tanker
"-445.06183,88.058266,-5.1029553,22.548698,-4.0490117,24.1869,1.7719381,18.70775,-2.434302,10.570576,-0.5993204,11.608568,-0.9064458,9.912001,-5.007078,8.522718,-1.6391264,8.932757,-1.4757725,5.99588,-2.2586017,8.080715,0.13077304,7.6246047,1.2929538,5.946659,0.810839,4.967585,1.849224,5.344804,2.941039,4.4206715,2.5487397,4.505783,4.1250763,5.171892,2.841542,2.5808935,4.5985136,3.9643228",Tanker
"-465.5499,73.9605,-2.6957886,23.484285,-4.921135,27.965176,11.917403,13.78119,-10.905214,4.9964843,1.679811,19.965696,-1.7779763,14.070461,-6.782353,9.860205,4.931826,11.131491,-1.328349,8.851573,-5.326908,10.256827,-3.8750536,8.659859,2.1621895,1.990413,4.2823114,3.011007,1.393225,12.633472,0.5267672,3.3194385,4.3515005,3.6262975,6.0053177,6.3593497,0.79143167,2.2097096,1.5804038,2.7795548",Tanker
"-418.57477,95.10184,10.7467,31.09812,1.2549889,14.290327,4.4121695,11.603146,1.4183698,10.496461,3.7358158,15.157696,6.101347,9.629858,3.9439192,9.826698,2.6639655,8.477779,2.8902583,4.6382523,2.236572,4.0407314,1.760214,3.9233103,3.101343,2.6426878,2.7039788,1.7596077,3.1383464,3.3805974,3.0260715,1.827075,1.8563775,1.6127577,2.4405506,1.4760382,1.1453787,-0.15930739,1.2303919,1.0894442",Tanker
"-355.90503,114.42592,16.8161,32.85259,-4.0122743,12.828507,0.3610162,20.950064,-5.2590146,7.2127066,-10.480877,16.978134,0.06524492,9.030433,-5.2490025,7.886909,-5.3478055,9.774054,-0.35647157,6.995684,-5.174044,7.0941052,0.9903158,5.9282966,0.28653216,6.2054706,-2.657108,3.0703797,-1.4853193,4.8163643,-4.214729,-0.37460884,-3.8998344,1.3090949,-1.0039841,3.2577941,-0.4940331,1.3602244,-0.16343586,3.075278",Tanker
"-276.79947,90.725494,8.85586,31.304344,4.1275115,24.298569,-4.49803,18.057611,0.9866578,19.358967,-8.545816,14.452864,-0.034534212,11.910954,-8.311604,11.677343,-6.855297,8.060366,-1.8621799,11.356005,-5.1692653,6.260133,-4.36901,6.6482196,-2.9067194,6.443798,-2.7337549,3.3381882,-3.7563822,3.1086178,-0.8746842,3.8479266,-1.36933,-1.0942324,-3.4415057,2.7561538,-0.34589958,0.30465323,-1.821369,1.0895454",Tanker
"-412.35312,98.66997,6.655709,32.975513,6.0014443,22.743881,4.166381,21.623083,-1.003554,14.222908,-2.2286701,17.520105,0.82442176,12.626651,-4.4286613,8.891784,-4.3582807,8.295279,-2.4565928,8.006769,-4.3072615,8.042417,-1.3775074,4.921904,-2.8257563,2.91324,-5.0156217,-0.45828635,-1.8427385,2.287957,-0.32938838,3.6391675,0.87182707,2.8593922,2.622314,3.727791,1.0313491,1.2720314,2.7613392,2.8703084",Tanker
"-458.98764,94.21189,30.801783,26.654242,14.881255,16.594046,11.854588,12.711287,7.5103908,9.434713,5.89694,10.20872,7.321066,8.854263,5.2249484,6.446447,3.643678,5.9804053,3.9061809,4.012907,2.676653,5.092608,4.1099725,4.649579,3.4179373,2.503985,2.128785,2.0651937,2.4198594,2.2179432,2.275821,2.2162485,2.0141459,1.1123928,0.9866339,0.5438209,0.84176224,0.66824085,2.0750515,1.6513716",Tanker
"-414.90637,81.54831,4.762492,17.729586,-10.686953,14.375365,-2.595459,18.670586,-1.1550409,12.282927,-7.2844543,18.753572,5.998844,18.859085,0.6717387,17.115828,1.1770238,12.962931,0.41168818,11.621454,-3.9721754,7.3308535,-1.8005208,7.4511766,-0.2478054,7.7016487,-0.33846253,5.3424745,0.86919457,7.2273164,0.9441398,4.5807586,0.3800036,4.2215195,0.6710657,4.2245927,1.8960699,3.770115,2.0261753,3.944021",Tanker
"-487.88153,96.51959,3.5421944,26.295609,-8.71855,14.069987,-0.89908165,15.60958,-2.353734,9.086497,-4.7168183,12.699184,0.15932363,10.8196535,2.0627651,13.586421,1.5319061,12.209221,2.2559304,9.243211,2.0131938,10.244775,2.322198,6.467132,2.3033848,6.789214,3.2640648,5.502506,5.0038214,6.882639,4.611695,6.345142,3.4340863,3.3189187,3.9582124,5.2865105,3.2982483,1.7710377,4.1155763,4.501475",Tanker
"-371.73642,98.50102,8.5676,31.736755,5.2060266,22.642414,7.2602224,19.420538,3.374004,15.272812,-3.5837183,13.6963215,1.8133918,13.557632,-0.91845953,11.880809,0.6092944,11.859019,1.498132,7.1962366,-4.1186433,6.5687776,0.057136808,4.3401403,-1.6212063,4.3021374,0.29939574,2.5988383,-0.035747938,2.4848793,-0.35927966,0.7634812,-0.14384604,1.9062386,1.2557192,1.8172139,0.13367116,-1.3761672,0.32804567,1.3123085",Tanker
"-500.57062,119.47678,20.694801,25.122969,-0.8029769,20.76977,1.7913173,20.145487,-3.4557176,12.113198,-1.4947997,13.296119,4.36948,11.992738,0.99855363,11.156493,2.2486012,11.43151,2.5267491,5.4767203,-0.6091313,6.237708,1.010519,5.7841606,0.9825065,5.418201,2.261646,4.082411,3.5141747,3.8649592,1.0672939,2.3435314,1.9109766,3.1664722,3.7556145,2.6362379,2.0061898,1.5095813,3.2257683,2.971769",Tanker
